user_id,total_sessions,avg_session_length,total_purchases,total_levels,last_login,first_login,days_since_last_login,days_active,sessions_per_week,churned,R_score,F_score,M_score,RFM_score,engagement_score,purchase_rate,level_rate,is_high_spender,is_highly_active,cluster,segment
28097,13,20.93846153846154,39,106,2024-12-23,2024-02-19,8,309,0.29,0,5.0,4.0,3.0,12.0,18.68,3.0,8.154,0,1,0,At-Risk
28098,6,43.93333333333333,36,32,2024-11-21,2024-03-01,40,266,0.16,1,2.0,1.0,3.0,6.0,17.21,6.0,5.333,0,0,3,High Spender
28099,12,31.233333333333334,12,88,2024-12-22,2024-02-08,9,319,0.26,0,5.0,4.0,1.0,10.0,19.74,1.0,7.333,0,0,0,At-Risk
28100,13,40.50769230769231,18,142,2024-12-27,2024-01-06,4,357,0.25,0,5.0,3.0,2.0,10.0,28.21,1.385,10.923,0,0,1,Casual
28101,6,29.53333333333333,1,52,2024-09-28,2024-04-28,94,154,0.27,1,1.0,4.0,1.0,6.0,15.45,0.167,8.667,0,0,0,At-Risk
28102,4,32.425,3,46,2024-11-06,2024-05-25,55,166,0.17,1,2.0,1.0,1.0,4.0,15.28,0.75,11.5,0,0,0,At-Risk
28103,9,30.922222222222224,102,79,2024-12-20,2024-01-17,11,339,0.19,0,4.0,2.0,5.0,11.0,18.41,11.333,8.778,1,0,3,High Spender
28104,7,40.67142857142857,81,94,2024-11-01,2024-01-16,60,291,0.17,1,1.0,1.0,5.0,7.0,22.85,11.571,13.429,1,0,3,High Spender
28105,5,32.06,11,60,2024-10-26,2024-01-11,66,290,0.12,1,1.0,1.0,1.0,3.0,16.46,2.2,12.0,0,0,0,At-Risk
28106,3,28.666666666666668,1,42,2024-11-19,2024-02-24,42,270,0.08,1,2.0,1.0,1.0,4.0,13.37,0.333,14.0,0,0,0,At-Risk
28107,13,50.16923076923077,97,137,2024-11-30,2024-01-17,31,319,0.29,1,3.0,4.0,5.0,12.0,30.73,7.462,10.538,1,1,2,High Engagement
28108,4,41.85,22,10,2024-12-10,2024-06-18,21,176,0.16,0,3.0,1.0,2.0,6.0,14.26,5.5,2.5,0,0,0,At-Risk
28109,5,26.98,22,50,2024-10-04,2024-01-02,88,277,0.13,1,1.0,1.0,2.0,4.0,13.91,4.4,10.0,0,0,0,At-Risk
28110,12,40.46666666666667,13,107,2024-12-21,2024-01-15,10,342,0.25,0,4.0,3.0,1.0,8.0,24.48,1.083,8.917,0,0,1,Casual
28111,11,39.845454545454544,46,122,2024-12-12,2024-02-09,19,308,0.25,0,4.0,3.0,4.0,11.0,25.89,4.182,11.091,0,0,2,High Engagement
28112,8,26.7625,41,82,2024-08-24,2024-01-25,129,213,0.26,1,1.0,4.0,3.0,8.0,17.76,5.125,10.25,0,0,3,High Spender
28113,11,24.336363636363636,37,97,2024-11-19,2024-01-12,42,313,0.25,1,2.0,3.0,3.0,8.0,18.58,3.364,8.818,0,0,0,At-Risk
28114,6,13.9,40,36,2024-12-19,2024-02-26,12,298,0.14,0,4.0,1.0,3.0,8.0,8.55,6.667,6.0,0,0,0,At-Risk
28115,14,39.292857142857144,27,115,2024-12-29,2024-02-01,2,333,0.29,0,5.0,4.0,2.0,11.0,25.14,1.929,8.214,0,1,1,Casual
28116,9,31.1,22,75,2024-11-20,2024-01-12,41,314,0.2,1,2.0,2.0,2.0,6.0,18.08,2.444,8.333,0,0,0,At-Risk
28117,8,42.0875,22,84,2024-10-21,2024-01-12,71,284,0.2,1,1.0,2.0,2.0,5.0,22.33,2.75,10.5,0,0,1,Casual
28118,13,21.838461538461537,31,141,2024-12-11,2024-04-26,20,230,0.4,0,3.0,5.0,3.0,11.0,23.1,2.385,10.846,0,1,2,High Engagement
28119,10,33.3,24,93,2024-10-26,2024-04-22,66,188,0.37,1,1.0,5.0,2.0,8.0,21.33,2.4,9.3,0,1,2,High Engagement
28120,4,53.225,30,25,2024-07-01,2024-04-08,183,85,0.33,1,1.0,5.0,3.0,9.0,19.94,7.5,6.25,0,1,3,High Spender
28121,19,30.95263157894737,124,155,2024-12-23,2024-02-13,8,315,0.42,0,5.0,5.0,5.0,15.0,27.4,6.526,8.158,1,1,2,High Engagement
28122,5,57.02,25,31,2024-11-26,2024-09-14,35,74,0.44,1,2.0,5.0,2.0,9.0,22.15,5.0,6.2,0,1,1,Casual
28123,18,43.52222222222222,88,184,2024-12-30,2024-02-18,1,317,0.4,0,5.0,5.0,5.0,15.0,34.16,4.889,10.222,1,1,2,High Engagement
28124,4,12.475,1,23,2024-10-08,2024-01-06,84,277,0.1,1,1.0,1.0,1.0,3.0,6.58,0.25,5.75,0,0,0,At-Risk
28125,15,36.413333333333334,95,135,2024-12-18,2024-02-08,13,315,0.33,0,4.0,5.0,5.0,14.0,26.55,6.333,9.0,1,1,2,High Engagement
28126,2,53.65,5,33,2024-06-26,2024-03-18,188,101,0.14,1,1.0,1.0,1.0,3.0,20.15,2.5,16.5,0,0,1,Casual
28127,5,62.02,23,51,2024-12-30,2024-05-08,1,237,0.15,0,5.0,1.0,2.0,8.0,24.61,4.6,10.2,0,0,1,Casual
28128,11,37.26363636363636,45,126,2024-12-18,2024-01-12,13,342,0.23,0,4.0,3.0,4.0,11.0,25.46,4.091,11.455,0,0,2,High Engagement
28129,11,33.300000000000004,10,135,2024-12-21,2024-01-22,10,335,0.23,0,4.0,3.0,1.0,8.0,25.22,0.909,12.273,0,0,1,Casual
28130,11,32.836363636363636,32,139,2024-11-01,2024-01-04,60,303,0.25,1,1.0,3.0,3.0,7.0,25.59,2.909,12.636,0,0,2,High Engagement
28131,13,44.50769230769231,22,137,2024-11-17,2024-01-04,44,319,0.29,1,2.0,4.0,2.0,8.0,29.04,1.692,10.538,0,1,1,Casual
28132,8,15.8375,10,74,2024-10-28,2024-03-26,64,217,0.26,1,1.0,4.0,1.0,6.0,13.64,1.25,9.25,0,0,0,At-Risk
28133,11,24.38181818181818,38,84,2024-11-14,2024-01-01,47,319,0.24,1,2.0,3.0,3.0,8.0,17.18,3.455,7.636,0,0,0,At-Risk
28134,9,38.41111111111112,46,99,2024-12-10,2024-01-23,21,323,0.2,0,3.0,2.0,4.0,9.0,22.82,5.111,11.0,0,0,3,High Spender
28135,11,41.92727272727273,42,94,2024-12-06,2024-03-16,25,266,0.29,0,3.0,4.0,4.0,11.0,23.7,3.818,8.545,0,1,1,Casual
28136,8,37.575,26,66,2024-11-13,2024-01-28,48,291,0.19,1,2.0,2.0,2.0,6.0,19.03,3.25,8.25,0,0,0,At-Risk
28137,14,25.07857142857143,48,128,2024-11-30,2024-01-10,31,326,0.3,1,3.0,4.0,4.0,11.0,22.29,3.429,9.143,0,1,2,High Engagement
28138,8,62.6875,13,69,2024-10-30,2024-04-15,62,199,0.28,1,1.0,4.0,1.0,6.0,27.24,1.625,8.625,0,0,1,Casual
28139,14,37.73571428571428,98,105,2024-12-11,2024-01-09,20,338,0.29,0,3.0,4.0,5.0,12.0,23.61,7.0,7.5,1,1,3,High Spender
28140,13,34.56153846153846,47,118,2024-12-19,2024-01-15,12,340,0.27,0,4.0,4.0,4.0,12.0,23.96,3.615,9.077,0,0,2,High Engagement
28141,13,23.338461538461537,77,98,2024-12-08,2024-01-29,23,315,0.29,0,3.0,4.0,5.0,12.0,18.55,5.923,7.538,1,1,3,High Spender
28142,10,19.61,51,132,2024-12-05,2024-01-24,26,317,0.22,0,3.0,2.0,4.0,9.0,20.76,5.1,13.2,0,0,3,High Spender
28143,12,36.96666666666667,60,117,2024-11-09,2024-01-25,52,290,0.29,1,2.0,4.0,5.0,11.0,24.65,5.0,9.75,1,1,2,High Engagement
28144,3,45.06666666666666,5,28,2024-09-05,2024-05-10,117,119,0.18,1,1.0,1.0,1.0,3.0,17.21,1.667,9.333,0,0,0,At-Risk
28145,8,23.0625,47,73,2024-11-20,2024-03-02,41,264,0.21,1,2.0,2.0,4.0,8.0,15.5,5.875,9.125,0,0,3,High Spender
28146,7,22.142857142857142,15,54,2024-09-29,2024-01-25,93,249,0.2,1,1.0,2.0,1.0,4.0,13.17,2.143,7.714,0,0,0,At-Risk
28147,9,28.91111111111111,32,66,2024-11-28,2024-01-02,33,332,0.19,1,3.0,2.0,3.0,8.0,16.43,3.556,7.333,0,0,0,At-Risk
28148,12,32.858333333333334,39,113,2024-12-20,2024-01-12,11,344,0.24,0,4.0,3.0,3.0,10.0,22.8,3.25,9.417,0,0,1,Casual
28149,11,26.55454545454546,25,117,2024-11-24,2024-03-03,37,267,0.29,1,2.0,4.0,2.0,8.0,21.53,2.273,10.636,0,1,0,At-Risk
28150,3,12.0,3,32,2024-11-09,2024-03-03,52,252,0.08,1,2.0,1.0,1.0,4.0,7.31,1.0,10.667,0,0,0,At-Risk
28151,6,10.983333333333334,40,61,2024-10-28,2024-03-23,64,220,0.19,1,1.0,2.0,3.0,6.0,10.52,6.667,10.167,0,0,3,High Spender
28152,10,38.7,40,64,2024-12-20,2024-02-19,11,306,0.23,0,4.0,3.0,3.0,10.0,19.31,4.0,6.4,0,0,3,High Spender
28153,11,56.45454545454545,23,94,2024-11-24,2024-01-31,37,299,0.26,1,2.0,4.0,2.0,8.0,27.94,2.091,8.545,0,0,1,Casual
28154,5,25.34,25,33,2024-12-12,2024-02-06,19,311,0.11,0,4.0,1.0,2.0,7.0,11.54,5.0,6.6,0,0,0,At-Risk
28155,11,50.23636363636364,97,94,2024-12-16,2024-01-20,15,332,0.23,0,4.0,3.0,5.0,12.0,25.96,8.818,8.545,1,0,3,High Spender
28156,6,59.3,30,63,2024-12-20,2024-01-04,11,352,0.12,0,4.0,1.0,3.0,8.0,24.95,5.0,10.5,0,0,1,Casual
28157,11,35.85454545454545,23,115,2024-12-23,2024-02-17,8,311,0.25,0,5.0,3.0,2.0,10.0,23.95,2.091,10.455,0,0,1,Casual
28158,8,43.0125,17,48,2024-12-03,2024-02-19,28,289,0.19,0,3.0,2.0,1.0,6.0,18.75,2.125,6.0,0,0,0,At-Risk
28159,11,24.336363636363636,82,130,2024-12-30,2024-01-12,1,354,0.22,0,5.0,2.0,5.0,12.0,21.96,7.455,11.818,1,0,3,High Spender
28160,11,35.300000000000004,64,128,2024-12-20,2024-01-09,11,347,0.22,0,4.0,2.0,5.0,11.0,25.04,5.818,11.636,1,0,3,High Spender
28161,11,42.39090909090909,85,74,2024-11-17,2024-01-31,44,292,0.26,1,2.0,4.0,5.0,11.0,21.6,7.727,6.727,1,0,3,High Spender
28162,6,24.083333333333332,22,65,2024-11-19,2024-04-22,42,212,0.2,1,2.0,2.0,2.0,6.0,14.92,3.667,10.833,0,0,0,At-Risk
28163,15,17.826666666666664,63,117,2024-12-08,2024-01-25,23,319,0.33,0,3.0,5.0,5.0,13.0,19.07,4.2,7.8,1,1,2,High Engagement
28164,8,14.7875,27,48,2024-12-27,2024-05-20,4,222,0.25,0,5.0,3.0,2.0,10.0,10.52,3.375,6.0,0,0,0,At-Risk
28165,11,43.53636363636363,35,128,2024-11-27,2024-01-29,34,304,0.25,1,3.0,3.0,3.0,9.0,27.63,3.182,11.636,0,0,1,Casual
28166,7,46.92857142857143,10,79,2024-10-28,2024-04-24,64,188,0.26,1,1.0,4.0,1.0,6.0,23.49,1.429,11.286,0,0,1,Casual
28167,12,32.225,12,131,2024-12-22,2024-02-05,9,322,0.26,0,5.0,4.0,1.0,10.0,24.59,1.0,10.917,0,0,1,Casual
28168,2,29.200000000000003,25,17,2024-12-19,2024-01-10,12,345,0.04,0,4.0,1.0,2.0,7.0,10.72,12.5,8.5,0,0,3,High Spender
28169,15,39.94666666666667,48,118,2024-11-20,2024-01-02,41,324,0.32,1,2.0,5.0,4.0,11.0,25.77,3.2,7.867,0,1,2,High Engagement
28170,3,70.89999999999999,20,22,2024-08-16,2024-07-03,137,45,0.44,1,1.0,5.0,2.0,8.0,25.36,6.667,7.333,0,1,1,Casual
28171,17,30.664705882352937,57,98,2024-12-12,2024-01-17,19,331,0.36,0,4.0,5.0,5.0,14.0,21.03,3.353,5.765,1,1,2,High Engagement
28172,10,33.53,27,82,2024-12-13,2024-03-19,18,270,0.26,0,4.0,4.0,2.0,10.0,19.79,2.7,8.2,0,0,0,At-Risk
28173,11,24.154545454545453,21,106,2024-11-19,2024-01-08,42,317,0.24,1,2.0,3.0,2.0,7.0,19.44,1.909,9.636,0,0,0,At-Risk
28174,5,16.380000000000003,37,48,2024-09-03,2024-02-12,119,205,0.17,1,1.0,1.0,3.0,5.0,10.68,7.4,9.6,0,0,3,High Spender
28175,15,53.03333333333333,106,189,2024-12-16,2024-01-12,15,340,0.31,0,4.0,5.0,5.0,14.0,37.19,7.067,12.6,1,1,2,High Engagement
28176,12,51.4,41,98,2024-12-30,2024-01-03,1,363,0.23,0,5.0,3.0,3.0,11.0,26.73,3.417,8.167,0,0,1,Casual
28177,16,45.3875,20,147,2024-10-23,2024-01-28,69,270,0.41,1,1.0,5.0,2.0,8.0,30.84,1.25,9.188,0,1,2,High Engagement
28178,7,47.042857142857144,14,73,2024-11-27,2024-04-06,34,236,0.21,1,3.0,2.0,1.0,6.0,22.69,2.0,10.429,0,0,1,Casual
28179,8,13.8375,33,71,2024-12-15,2024-01-20,16,331,0.17,0,4.0,1.0,3.0,8.0,12.36,4.125,8.875,0,0,0,At-Risk
28180,10,40.239999999999995,15,83,2024-12-11,2024-05-26,20,200,0.35,0,3.0,5.0,1.0,9.0,22.27,1.5,8.3,0,1,1,Casual
28181,8,35.9625,10,115,2024-12-29,2024-08-05,2,147,0.38,0,5.0,5.0,1.0,11.0,24.5,1.25,14.375,0,1,2,High Engagement
28182,12,43.083333333333336,36,119,2024-11-06,2024-02-11,55,270,0.31,1,2.0,5.0,3.0,10.0,26.78,3.0,9.917,0,1,2,High Engagement
28183,7,28.985714285714284,59,73,2024-11-07,2024-01-11,54,302,0.16,1,2.0,1.0,5.0,8.0,17.07,8.429,10.429,1,0,3,High Spender
28184,13,36.46153846153846,146,115,2024-11-28,2024-02-04,33,299,0.3,1,3.0,4.0,5.0,12.0,24.33,11.231,8.846,1,1,3,High Spender
28185,11,21.40909090909091,63,113,2024-12-04,2024-02-27,27,282,0.27,0,3.0,4.0,5.0,12.0,19.48,5.727,10.273,1,0,3,High Spender
28186,15,30.42,42,131,2024-12-28,2024-02-11,3,322,0.33,0,5.0,5.0,4.0,14.0,24.33,2.8,8.733,0,1,2,High Engagement
28187,9,72.03333333333333,3,89,2024-12-02,2024-02-07,29,300,0.21,0,3.0,2.0,1.0,6.0,31.88,0.333,9.889,0,0,1,Casual
28188,13,28.930769230769233,67,93,2024-12-22,2024-01-30,9,328,0.28,0,5.0,4.0,5.0,14.0,19.66,5.154,7.154,1,0,3,High Spender
28189,11,27.92727272727273,48,88,2024-11-12,2024-02-16,49,271,0.28,1,2.0,4.0,4.0,10.0,18.83,4.364,8.0,0,0,3,High Spender
28190,5,17.8,15,39,2024-12-26,2024-02-29,5,302,0.12,0,5.0,1.0,1.0,7.0,9.95,3.0,7.8,0,0,0,At-Risk
28191,15,41.04,23,137,2024-11-16,2024-01-02,45,320,0.33,1,2.0,5.0,2.0,9.0,28.15,1.533,9.133,0,1,2,High Engagement
28192,8,48.1,22,56,2024-11-18,2024-01-13,43,311,0.18,1,2.0,1.0,2.0,5.0,21.09,2.75,7.0,0,0,1,Casual
28193,5,28.72,13,48,2024-07-25,2024-05-18,159,69,0.44,1,1.0,5.0,1.0,7.0,15.46,2.6,9.6,0,1,0,At-Risk
28194,7,16.32857142857143,54,53,2024-11-10,2024-02-25,51,260,0.19,1,2.0,2.0,4.0,8.0,11.28,7.714,7.571,1,0,3,High Spender
28195,11,36.09090909090909,70,90,2024-12-27,2024-02-06,4,326,0.24,0,5.0,3.0,5.0,13.0,21.33,6.364,8.182,1,0,3,High Spender
28196,15,37.61333333333334,55,121,2024-12-11,2024-01-05,20,342,0.31,0,3.0,5.0,4.0,12.0,25.35,3.667,8.067,1,1,2,High Engagement
28197,4,33.775,1,41,2024-12-09,2024-03-06,22,279,0.1,0,3.0,1.0,1.0,5.0,14.88,0.25,10.25,0,0,0,At-Risk
28198,8,24.950000000000003,55,98,2024-12-08,2024-01-22,23,322,0.17,0,3.0,1.0,4.0,8.0,18.55,6.875,12.25,1,0,3,High Spender
28199,7,21.8,50,46,2024-12-13,2024-03-29,18,260,0.19,0,4.0,2.0,4.0,10.0,12.18,7.143,6.571,0,0,3,High Spender
28200,5,15.68,6,61,2024-12-02,2024-01-11,29,327,0.11,0,3.0,1.0,1.0,5.0,11.61,1.2,12.2,0,0,0,At-Risk
28201,12,29.816666666666663,20,107,2024-11-21,2024-01-07,40,320,0.26,1,2.0,4.0,2.0,8.0,21.33,1.667,8.917,0,0,0,At-Risk
28202,7,36.2,0,82,2024-09-06,2024-01-06,116,245,0.2,1,1.0,2.0,1.0,4.0,20.35,0.0,11.714,0,0,0,At-Risk
28203,10,23.34,3,130,2024-11-27,2024-01-21,34,312,0.22,1,3.0,2.0,1.0,6.0,21.66,0.3,13.0,0,0,0,At-Risk
28204,12,50.35833333333333,55,121,2024-09-12,2024-01-12,110,245,0.34,1,1.0,5.0,4.0,10.0,29.29,4.583,10.083,1,1,2,High Engagement
28205,4,19.275,23,52,2024-09-26,2024-01-10,96,261,0.11,1,1.0,1.0,2.0,4.0,11.73,5.75,13.0,0,0,0,At-Risk
28206,14,35.99285714285714,64,136,2024-12-17,2024-02-10,14,312,0.31,0,4.0,5.0,5.0,14.0,26.45,4.571,9.714,1,1,2,High Engagement
28207,7,56.41428571428571,32,67,2024-12-08,2024-01-20,23,324,0.15,0,3.0,1.0,3.0,7.0,24.63,4.571,9.571,0,0,1,Casual
28208,10,44.79,47,100,2024-12-28,2024-01-24,3,340,0.21,0,5.0,2.0,4.0,11.0,24.88,4.7,10.0,0,0,1,Casual
28209,8,33.1875,60,81,2024-12-04,2024-01-26,27,314,0.18,0,3.0,1.0,5.0,9.0,19.26,7.5,10.125,1,0,3,High Spender
28210,10,57.45,35,105,2024-12-23,2024-01-02,8,357,0.2,0,5.0,2.0,3.0,10.0,29.17,3.5,10.5,0,0,1,Casual
28211,10,40.739999999999995,17,92,2024-11-22,2024-03-07,39,261,0.27,1,2.0,4.0,1.0,7.0,23.05,1.7,9.2,0,0,1,Casual
28212,12,28.108333333333334,72,161,2024-10-14,2024-01-27,78,262,0.32,1,1.0,5.0,5.0,11.0,26.78,6.0,13.417,1,1,2,High Engagement
28213,9,44.01111111111111,27,84,2024-12-09,2024-02-18,22,296,0.21,0,3.0,2.0,2.0,7.0,22.95,3.0,9.333,0,0,1,Casual
28214,10,40.82,41,116,2024-11-11,2024-01-03,50,314,0.22,1,2.0,2.0,3.0,7.0,25.42,4.1,11.6,0,0,1,Casual
28215,7,47.771428571428565,3,57,2024-12-18,2024-03-20,13,274,0.18,0,4.0,1.0,1.0,6.0,21.09,0.429,8.143,0,0,1,Casual
28216,8,43.0125,43,34,2024-12-14,2024-01-16,17,334,0.17,0,4.0,1.0,4.0,9.0,17.19,5.375,4.25,0,0,3,High Spender
28217,11,16.818181818181817,22,94,2024-09-12,2024-02-19,110,207,0.37,1,1.0,5.0,2.0,8.0,16.49,2.0,8.545,0,1,0,At-Risk
28218,10,43.75,53,103,2024-12-28,2024-05-12,3,231,0.3,0,5.0,4.0,4.0,13.0,25.24,5.3,10.3,1,1,2,High Engagement
28219,9,50.78888888888889,47,92,2024-11-20,2024-01-13,41,313,0.2,1,2.0,2.0,4.0,8.0,25.79,5.222,10.222,0,0,1,Casual
28220,12,25.40833333333333,39,89,2024-12-29,2024-01-16,2,349,0.24,0,5.0,3.0,3.0,11.0,18.02,3.25,7.417,0,0,0,At-Risk
28221,12,38.23333333333333,56,130,2024-12-02,2024-01-24,29,314,0.27,0,3.0,4.0,4.0,11.0,26.33,4.667,10.833,1,0,2,High Engagement
28222,10,37.7,6,106,2024-12-23,2024-01-27,8,332,0.21,0,5.0,2.0,1.0,8.0,23.39,0.6,10.6,0,0,1,Casual
28223,9,30.399999999999995,40,73,2024-12-08,2024-03-13,23,271,0.23,0,3.0,3.0,3.0,9.0,17.78,4.444,8.111,0,0,3,High Spender
28224,18,27.116666666666664,107,129,2024-12-23,2024-02-04,8,324,0.39,0,5.0,5.0,5.0,15.0,23.37,5.944,7.167,1,1,2,High Engagement
28225,8,32.475,7,83,2024-12-21,2024-01-11,10,346,0.16,0,4.0,1.0,1.0,6.0,19.18,0.875,10.375,0,0,0,At-Risk
28226,4,48.075,47,48,2024-11-13,2024-04-02,48,226,0.12,1,2.0,1.0,4.0,7.0,19.99,11.75,12.0,0,0,3,High Spender
28227,6,56.98333333333334,9,44,2024-11-15,2024-01-28,46,293,0.14,1,2.0,1.0,1.0,4.0,22.32,1.5,7.333,0,0,1,Casual
28228,5,37.44,14,65,2024-12-28,2024-01-05,3,359,0.1,0,5.0,1.0,1.0,7.0,18.52,2.8,13.0,0,0,0,At-Risk
28229,9,27.944444444444443,17,89,2024-10-18,2024-02-28,74,234,0.27,1,1.0,4.0,1.0,6.0,18.9,1.889,9.889,0,0,0,At-Risk
28230,10,59.81,47,83,2024-12-22,2024-01-14,9,344,0.2,0,5.0,2.0,4.0,11.0,27.54,4.7,8.3,0,0,1,Casual
28231,11,22.69090909090909,47,113,2024-11-20,2024-01-16,41,310,0.25,1,2.0,3.0,4.0,9.0,19.79,4.273,10.273,0,0,3,High Spender
28232,7,45.542857142857144,23,55,2024-10-16,2024-01-18,76,273,0.18,1,1.0,1.0,2.0,4.0,20.21,3.286,7.857,0,0,1,Casual
28233,12,34.43333333333333,45,110,2024-11-25,2024-01-10,36,321,0.26,1,2.0,4.0,4.0,10.0,23.03,3.75,9.167,0,0,2,High Engagement
28234,14,44.8,57,130,2024-12-13,2024-01-18,18,331,0.3,0,4.0,4.0,5.0,13.0,28.42,4.071,9.286,1,1,2,High Engagement
28235,15,15.28,61,133,2024-12-22,2024-01-03,9,355,0.3,0,5.0,4.0,5.0,14.0,19.88,4.067,8.867,1,1,2,High Engagement
28236,7,23.942857142857143,20,78,2024-09-14,2024-01-06,108,253,0.19,1,1.0,2.0,2.0,5.0,16.21,2.857,11.143,0,0,0,At-Risk
28237,14,49.42857142857143,58,166,2024-10-07,2024-01-11,85,271,0.36,1,1.0,5.0,5.0,11.0,33.87,4.143,11.857,1,1,2,High Engagement
28238,7,44.98571428571428,36,40,2024-10-11,2024-02-22,81,233,0.21,1,1.0,2.0,3.0,6.0,18.58,5.143,5.714,0,0,3,High Spender
28239,7,46.98571428571429,67,49,2024-10-13,2024-01-23,79,265,0.18,1,1.0,1.0,5.0,7.0,20.01,9.571,7.0,1,0,3,High Spender
28240,9,19.866666666666667,11,106,2024-12-26,2024-01-06,5,356,0.18,0,5.0,1.0,1.0,7.0,17.92,1.222,11.778,0,0,0,At-Risk
28241,13,54.815384615384616,53,133,2024-10-25,2024-01-02,67,298,0.31,1,1.0,5.0,4.0,10.0,31.78,4.077,10.231,1,1,2,High Engagement
28242,9,23.944444444444443,13,92,2024-10-21,2024-01-24,71,272,0.23,1,1.0,3.0,1.0,5.0,17.86,1.444,10.222,0,0,0,At-Risk
28243,13,30.192307692307693,47,159,2024-12-01,2024-01-07,30,330,0.28,1,3.0,4.0,4.0,11.0,27.03,3.615,12.231,0,0,2,High Engagement
28244,12,34.6,67,106,2024-12-18,2024-03-28,13,266,0.32,0,4.0,5.0,5.0,14.0,22.9,5.583,8.833,1,1,2,High Engagement
28245,7,23.02857142857143,15,65,2024-09-16,2024-01-12,106,249,0.2,1,1.0,2.0,1.0,4.0,14.6,2.143,9.286,0,0,0,At-Risk
28246,6,78.21666666666667,31,61,2024-12-10,2024-01-14,21,332,0.13,0,3.0,1.0,3.0,7.0,30.45,5.167,10.167,0,0,1,Casual
28247,8,27.4125,22,89,2024-09-30,2024-02-06,92,238,0.24,1,1.0,3.0,2.0,6.0,18.62,2.75,11.125,0,0,0,At-Risk
28248,6,52.81666666666666,40,53,2024-12-12,2024-04-04,19,253,0.17,0,4.0,1.0,3.0,8.0,22.14,6.667,8.833,0,0,3,High Spender
28249,11,35.709090909090904,77,103,2024-09-27,2024-02-06,95,235,0.33,1,1.0,5.0,5.0,11.0,22.95,7.0,9.364,1,1,3,High Spender
28250,7,35.51428571428571,47,76,2024-12-07,2024-01-10,24,333,0.15,0,3.0,1.0,4.0,8.0,19.31,6.714,10.857,0,0,3,High Spender
28251,21,34.72380952380953,59,181,2024-12-26,2024-01-20,5,342,0.43,0,5.0,5.0,5.0,15.0,31.32,2.81,8.619,1,1,2,High Engagement
28252,7,22.442857142857143,43,74,2024-11-15,2024-01-04,46,317,0.15,1,2.0,1.0,4.0,7.0,15.18,6.143,10.571,0,0,3,High Spender
28253,14,41.59285714285714,55,103,2024-12-12,2024-01-13,19,335,0.29,0,4.0,4.0,4.0,12.0,24.56,3.929,7.357,1,1,2,High Engagement
28254,15,32.56666666666667,89,132,2024-12-14,2024-02-02,17,317,0.33,0,4.0,5.0,5.0,14.0,25.08,5.933,8.8,1,1,2,High Engagement
28255,9,51.04444444444445,6,73,2024-11-27,2024-04-02,34,240,0.26,1,3.0,4.0,1.0,8.0,24.09,0.667,8.111,0,0,1,Casual
28256,11,34.42727272727273,62,94,2024-12-14,2024-01-20,17,330,0.23,0,4.0,3.0,5.0,12.0,21.21,5.636,8.545,1,0,3,High Spender
28257,7,12.271428571428572,5,86,2024-08-19,2024-01-03,134,230,0.21,1,1.0,2.0,1.0,4.0,13.64,0.714,12.286,0,0,0,At-Risk
28258,10,28.130000000000003,0,105,2024-12-21,2024-03-31,10,266,0.26,0,4.0,4.0,1.0,9.0,20.61,0.0,10.5,0,0,0,At-Risk
28259,8,15.225,24,58,2024-09-06,2024-01-06,116,245,0.23,1,1.0,3.0,2.0,6.0,11.64,3.0,7.25,0,0,0,At-Risk
28260,12,19.608333333333334,58,76,2024-10-23,2024-02-04,69,263,0.32,1,1.0,5.0,5.0,11.0,15.22,4.833,6.333,1,1,3,High Spender
28261,7,26.4,25,46,2024-12-18,2024-03-21,13,273,0.18,0,4.0,1.0,2.0,7.0,13.52,3.571,6.571,0,0,0,At-Risk
28262,6,44.96666666666667,33,38,2024-10-21,2024-03-05,71,231,0.18,1,1.0,1.0,3.0,5.0,18.24,5.5,6.333,0,0,3,High Spender
28263,12,33.233333333333334,48,178,2024-12-19,2024-01-29,12,326,0.26,0,4.0,4.0,4.0,12.0,29.88,4.0,14.833,0,0,2,High Engagement
28264,9,38.900000000000006,42,63,2024-12-05,2024-01-18,26,323,0.2,0,3.0,2.0,4.0,9.0,19.15,4.667,7.0,0,0,3,High Spender
28265,8,34.325,17,96,2024-11-25,2024-02-01,36,299,0.19,1,2.0,2.0,1.0,5.0,21.23,2.125,12.0,0,0,0,At-Risk
28266,6,23.45,35,55,2024-11-17,2024-01-18,44,305,0.14,1,2.0,1.0,3.0,6.0,13.43,5.833,9.167,0,0,0,At-Risk
28267,14,38.49285714285714,40,135,2024-12-06,2024-03-11,25,271,0.36,0,3.0,5.0,3.0,11.0,27.3,2.857,9.643,0,1,2,High Engagement
28268,8,30.8375,50,98,2024-12-22,2024-01-10,9,348,0.16,0,5.0,1.0,4.0,10.0,20.28,6.25,12.25,0,0,3,High Spender
28269,13,45.93076923076923,35,110,2024-12-14,2024-01-16,17,334,0.27,0,4.0,4.0,3.0,11.0,26.52,2.692,8.462,0,0,1,Casual
28270,9,25.655555555555555,24,94,2024-12-28,2024-02-03,3,330,0.19,0,5.0,2.0,2.0,9.0,18.42,2.667,10.444,0,0,0,At-Risk
28271,6,37.55,52,54,2024-10-27,2024-02-16,65,255,0.16,1,1.0,1.0,4.0,6.0,17.63,8.667,9.0,0,0,3,High Spender
